,UserID,ItemID,Rating,Timestamp
0,7t5a08,방화역 버블베어,4점,2017.12.29.
1,e8ro6t,광나루역 뉴욕핫도그앤커피,3점,2020.04.07.
2,fkl5ls,신정역 커피니,5점,2017.04.26.
3,,신정역 커피니,,2017.06.17.
4,,신정역 커피니,,2017.06.17.
5,cm6egl,목동역 커피에반하다,5점,2021.02.12.
6,rctmof,오목교역 뉴웨이브커피로스터스,5점,2020.11.16.
7,17qbpso,오목교역 뉴웨이브커피로스터스,3점,2020.09.17.
8,m8c8qs,오목교역 뉴웨이브커피로스터스,4점,2019.12.26.
9,mvqft5,오목교역 뉴웨이브커피로스터스,5점,2018.10.28.
10,16hlces,까치산역 커피볶는집와플에숍,5점,2021.03.27.
11,15lgiuu,까치산역 커피볶는집와플에숍,1점,2020.08.28.
12,umq5ub,까치산역 커피볶는집와플에숍,4점,2019.09.29.
13,10egoq0,까치산역 커피볶는집와플에숍,4점,2019.09.05.
14,10svfbl,까치산역 커피볶는집와플에숍,5점,2016.08.23.
15,10ho27k,까치산역 커피볶는집와플에숍,4점,2016.03.10.
16,,까치산역 커피볶는집와플에숍,,2018.07.03.
17,,까치산역 커피볶는집와플에숍,,2016.03.22.
18,,까치산역 커피볶는집와플에숍,,2016.03.16.
19,,까치산역 커피볶는집와플에숍,,2016.03.15.
20,,까치산역 커피볶는집와플에숍,,2016.03.15.
21,,까치산역 커피볶는집와플에숍,,2013.11.11.
22,,까치산역 커피볶는집와플에숍,,2013.08.25.
23,,까치산역 커피볶는집와플에숍,,2013.08.15.
24,,까치산역 커피볶는집와플에숍,,2013.08.07.
25,bnrbtk,우장산역 알랑가,5점,2020.03.21.
26,100e6hf,우장산역 알랑가,4점,2020.01.17.
27,,우장산역 알랑가,,2018.06.25.
28,12fd9ep,목동역 카카오독애견카페,5점,2020.05.16.
29,14fbkko,목동역 카카오독애견카페,5점,2020.03.31.
30,95ou76,목동역 카카오독애견카페,1점,2019.08.01.
31,n9na3a,목동역 카카오독애견카페,1점,2019.05.30.
32,,목동역 카카오독애견카페,,2018.07.22.
33,,목동역 카카오독애견카페,,2018.07.06.
34,,목동역 카카오독애견카페,,2016.03.15.
35,,목동역 카카오독애견카페,,2014.05.21.
36,,목동역 카카오독애견카페,,2013.08.28.
37,,목동역 카카오독애견카페,,2013.05.19.
38,,목동역 카카오독애견카페,,2013.05.09.
39,162ho0p,마포역 초록이네,5점,2020.08.16.
40,o129f3,마포역 초록이네,5점,2020.08.13.
41,127frq2,마포역 초록이네,5점,2019.08.16.
42,bakhpk,마포역 초록이네,5점,2019.08.11.
43,sf4paq,마포역 초록이네,5점,2018.11.07.
44,k55r53,마포역 초록이네,5점,2018.11.07.
45,sf1t2b,마포역 초록이네,5점,2018.11.07.
46,10oorbh,마포역 초록이네,5점,2018.10.18.
47,,마포역 초록이네,5점,2018.06.17.
48,,마포역 초록이네,5점,2018.06.17.
49,,마포역 초록이네,5점,2018.03.01.
50,,마포역 초록이네,5점,2018.01.15.
51,12hiqh4,마포역 할리스커피마포역점,2점,2021.03.20.
52,17cqbgs,마포역 할리스커피마포역점,2점,2021.03.11.
53,n7onc1,마포역 할리스커피마포역점,4점,2021.02.26.
54,muqep4,마포역 할리스커피마포역점,3점,2021.01.29.
55,171cu84,마포역 할리스커피마포역점,1점,2021.01.27.
56,15ukv1m,마포역 할리스커피마포역점,1점,2020.11.10.
57,f85akd,마포역 할리스커피마포역점,2점,2020.11.07.
58,17jrdn4,마포역 할리스커피마포역점,1점,2020.10.19.
59,dug7p2,마포역 할리스커피마포역점,1점,2020.10.14.
60,11rnv9a,마포역 할리스커피마포역점,2점,2020.09.16.
61,u8i246,마포역 할리스커피마포역점,3점,2020.08.20.
62,192ib52,마포역 할리스커피마포역점,3점,2020.07.20.
63,o3a7i9,마포역 할리스커피마포역점,3점,2020.07.04.
64,lo7aqb,마포역 할리스커피마포역점,1점,2020.05.29.
65,mogng6,마포역 할리스커피마포역점,1점,2020.05.14.
66,7kp4t9,마포역 할리스커피마포역점,1점,2020.05.14.
67,15kbaqu,마포역 할리스커피마포역점,4점,2020.01.20.
68,14grqmm,마포역 할리스커피마포역점,5점,2020.01.15.
69,fkmu8h,마포역 할리스커피마포역점,1점,2019.11.30.
70,t9o71j,마포역 할리스커피마포역점,3점,2019.11.21.
71,bernhf,마포역 할리스커피마포역점,5점,2019.08.23.
72,bl395d,마포역 할리스커피마포역점,3점,2019.08.08.
73,dct2he,마포역 할리스커피마포역점,3점,2019.07.13.
74,v8bfko,마포역 할리스커피마포역점,1점,2019.05.06.
75,fl86d9,마포역 할리스커피마포역점,3점,2019.04.25.
76,k1hbpb,마포역 할리스커피마포역점,3점,2018.07.05.
77,,마포역 할리스커피마포역점,,2018.09.11.
78,,마포역 할리스커피마포역점,,2017.08.24.
79,,마포역 할리스커피마포역점,,2017.02.13.
80,,마포역 할리스커피마포역점,,2016.10.23.
81,,마포역 할리스커피마포역점,,2016.08.31.
82,,마포역 할리스커피마포역점,,2016.05.21.
83,,마포역 할리스커피마포역점,,2014.09.21.
84,,마포역 할리스커피마포역점,,2013.12.14.
85,qr9s09,광화문역 씨제이푸드빌,3점,2021.01.10.
86,e7bgmh,광화문역 씨제이푸드빌,3점,2019.08.04.
87,,광화문역 씨제이푸드빌,,2013.08.09.
88,ujj9i8,여의도역 캐리키즈카페,1점,2019.09.10.
89,mppetq,여의도역 캐리키즈카페,3점,2019.08.04.
90,bevb73,여의도역 캐리키즈카페,1점,2018.08.12.
91,8sjlm3,우장산역 통툰만화까페,5점,2021.01.03.
92,mppe6i,우장산역 통툰만화까페,1점,2019.03.17.
93,nh9cnh,우장산역 통툰만화까페,5점,2018.07.21.
94,ktqppm,우장산역 통툰만화까페,5점,2018.02.03.
95,1a09r5s,광화문역 전통찻집,4점,2021.05.02.
96,lvt76a,광화문역 전통찻집,2점,2021.04.21.
97,u0k9fk,광화문역 전통찻집,5점,2021.04.18.
98,vnijgs,광화문역 전통찻집,1점,2021.04.17.
99,nnesi6,광화문역 전통찻집,5점,2021.04.04.
100,ljuagd,광화문역 전통찻집,5점,2021.02.20.
101,l68g3e,광화문역 전통찻집,5점,2020.10.22.
102,mhdfhi,광화문역 전통찻집,5점,2020.10.15.
103,u6uq98,광화문역 전통찻집,2점,2020.10.09.
104,11kjjnd,광화문역 전통찻집,5점,2020.07.04.
105,12k38df,광화문역 전통찻집,5점,2020.06.28.
106,17lrjbc,광화문역 전통찻집,5점,2020.06.12.
107,167caf0,광화문역 전통찻집,5점,2020.02.14.
108,rhrnc6,광화문역 전통찻집,5점,2020.01.25.
109,u00nrc,광화문역 전통찻집,5점,2020.01.09.
110,vbrd0h,광화문역 전통찻집,5점,2019.12.23.
111,14v1q39,광화문역 전통찻집,5점,2019.12.20.
112,14v1prt,광화문역 전통찻집,5점,2019.12.20.
113,ksdfb0,광화문역 전통찻집,5점,2019.12.19.
114,rl9ejm,광화문역 전통찻집,5점,2019.12.01.
115,149okcl,광화문역 전통찻집,5점,2019.11.20.
116,1414ecb,광화문역 전통찻집,5점,2019.11.08.
117,12ct3ha,광화문역 전통찻집,5점,2019.08.30.
118,aaa02o,광화문역 전통찻집,5점,2019.08.24.
119,tbak6v,광화문역 전통찻집,5점,2019.08.03.
120,ttuh0q,광화문역 전통찻집,5점,2019.02.28.
121,simqm4,광화문역 엔제리너스,2점,2021.02.26.
122,c2002j,광화문역 엔제리너스,3점,2021.02.24.
123,7pncb0,광화문역 엔제리너스,1점,2021.02.15.
124,bfftd5,광화문역 엔제리너스,3점,2021.01.23.
125,e6tu94,광화문역 엔제리너스,1점,2020.11.02.
126,np84pf,광화문역 엔제리너스,3점,2020.06.07.
127,mshgjk,광화문역 엔제리너스,5점,2020.05.23.
128,nmnfir,광화문역 엔제리너스,2점,2019.11.18.
129,nkpa1p,광화문역 엔제리너스,1점,2019.08.09.
130,rqhkdr,광화문역 엔제리너스,5점,2018.10.26.
131,,광화문역 엔제리너스,,2018.10.10.
132,,광화문역 엔제리너스,,2018.05.03.
133,,광화문역 엔제리너스,,2015.05.14.
134,,광화문역 엔제리너스,1점,2016.07.03.
135,,광화문역 엔제리너스,1점,2015.08.06.
136,mv9ri7,오목교역 베러댄와플,5점,2021.02.10.
137,l1sh09,오목교역 베러댄와플,5점,2020.05.10.
138,7mssnr,오목교역 베러댄와플,5점,2019.03.23.
139,,오목교역 베러댄와플,5점,2018.03.23.
140,,오목교역 베러댄와플,5점,2018.02.16.
141,u909h1,양평역 커피샵,3점,2021.04.03.
142,1baisnv,양평역 커피샵,5점,2021.03.18.
143,gfr5d7,양평역 커피샵,5점,2021.01.16.
144,190q51p,양평역 커피샵,5점,2020.11.19.
145,1cs286a,양평역 커피샵,3점,2020.10.18.
146,flgdsd,양평역 커피샵,5점,2020.07.13.
147,14aualr,양평역 커피샵,1점,2019.11.21.
148,8o2ovu,양평역 커피샵,5점,2019.01.21.
149,n0e6s8,신정역 이디야커피,4점,2020.05.19.
150,kp8a8u,신정역 이디야커피,1점,2018.08.03.
151,,신정역 이디야커피,,2018.06.10.
152,,신정역 이디야커피,,2017.12.02.
153,lgondg,광화문역 테라로사커피,3점,2021.03.26.
154,18dj193,광화문역 테라로사커피,2점,2021.02.21.
155,n981ju,광화문역 테라로사커피,3점,2021.02.12.
156,fkpmqv,광화문역 테라로사커피,4점,2021.02.07.
157,11v1ail,광화문역 테라로사커피,4점,2020.11.22.
158,effocn,광화문역 테라로사커피,1점,2020.11.20.
159,1df25r0,광화문역 테라로사커피,1점,2020.11.19.
160,1cugioh,광화문역 테라로사커피,4점,2020.10.26.
161,16be1s0,광화문역 테라로사커피,5점,2020.10.21.
162,urod0v,광화문역 테라로사커피,3점,2020.10.21.
163,fllbjv,광화문역 테라로사커피,2점,2020.10.17.
164,17o7bs6,광화문역 테라로사커피,5점,2020.10.10.
165,1ch1fht,광화문역 테라로사커피,4점,2020.10.04.
166,15dpvs2,광화문역 테라로사커피,4점,2020.08.25.
167,chlusp,광화문역 테라로사커피,4점,2020.08.13.
168,kppkkr,광화문역 테라로사커피,5점,2020.08.10.
169,16qb28s,광화문역 테라로사커피,5점,2020.07.25.
170,gqg9co,광화문역 테라로사커피,5점,2020.07.12.
171,e4nkuj,광화문역 테라로사커피,3점,2020.05.05.
172,o942fi,광화문역 테라로사커피,3점,2020.05.03.
173,108tamd,광화문역 테라로사커피,5점,2020.04.19.
174,143n517,광화문역 테라로사커피,4점,2020.03.13.
175,16g8t9v,광화문역 테라로사커피,4점,2020.02.26.
176,11l4bs4,광화문역 테라로사커피,5점,2020.02.09.
177,tsbnsj,광화문역 테라로사커피,4점,2020.01.30.
178,qoe7r5,광화문역 테라로사커피,5점,2020.01.14.
179,13dekfm,광화문역 테라로사커피,4점,2020.01.01.
180,kf1se6,광화문역 테라로사커피,4점,2019.12.30.
181,7kbscj,광화문역 테라로사커피,4점,2019.12.03.
182,n3haqi,광화문역 테라로사커피,1점,2019.10.05.
183,nbd2c1,광화문역 테라로사커피,5점,2019.09.06.
184,h2usfl,광화문역 테라로사커피,5점,2019.08.16.
185,ujk8hj,광화문역 테라로사커피,1점,2019.06.28.
186,7ksp1t,광화문역 테라로사커피,3점,2019.04.20.
187,g759he,광화문역 테라로사커피,1점,2019.04.13.
188,qprg96,광화문역 테라로사커피,3점,2019.04.02.
189,tncpvg,광화문역 테라로사커피,4점,2018.12.30.
190,an9sju,광화문역 테라로사커피,4점,2018.12.26.
191,l44dou,광화문역 테라로사커피,4점,2018.12.24.
192,108cps1,광화문역 테라로사커피,5점,2018.08.10.
193,mv0vc0,광화문역 테라로사커피,5점,2018.07.07.
194,ggphir,광화문역 테라로사커피,3점,2018.04.22.
195,jvgjed,광화문역 테라로사커피,4점,2018.03.22.
196,gh9f0i,광화문역 테라로사커피,1점,2017.11.13.
197,berghr,광화문역 테라로사커피,5점,2017.10.14.
198,10jbv7p,광화문역 테라로사커피,4점,2017.08.07.
199,10i878v,광화문역 테라로사커피,4점,2016.10.04.
200,vue9ui,광화문역 테라로사커피,3점,2016.08.16.
201,ldf360,광화문역 테라로사커피,4점,2016.06.23.
202,110qp6d,광화문역 테라로사커피,3점,2016.06.20.
203,ebdqjo,광화문역 테라로사커피,3점,2016.06.07.
204,mulqts,광화문역 테라로사커피,5점,2016.03.31.
205,ec5fm4,광화문역 테라로사커피,3점,2016.03.28.
206,100q04c,광화문역 테라로사커피,5점,2016.03.09.
207,,광화문역 테라로사커피,,2019.01.12.
208,,광화문역 테라로사커피,,2019.01.05.
209,,광화문역 테라로사커피,,2018.09.07.
210,,광화문역 테라로사커피,,2018.08.04.
211,,광화문역 테라로사커피,,2018.03.03.
212,,광화문역 테라로사커피,,2017.08.28.
213,,광화문역 테라로사커피,,2017.08.21.
214,,광화문역 테라로사커피,,2017.02.21.
215,,광화문역 테라로사커피,,2016.10.20.
216,,광화문역 테라로사커피,,2016.08.01.
217,,광화문역 테라로사커피,,2016.04.23.
218,,광화문역 테라로사커피,,2016.04.10.
219,,광화문역 테라로사커피,,2016.04.08.
220,,광화문역 테라로사커피,,2016.03.26.
221,,광화문역 테라로사커피,,2016.03.25.
222,,광화문역 테라로사커피,,2016.03.21.
223,,광화문역 테라로사커피,,2016.03.20.
224,,광화문역 테라로사커피,,2016.03.18.
225,,광화문역 테라로사커피,,2016.02.21.
226,,광화문역 테라로사커피,,2015.12.13.
227,,광화문역 테라로사커피,,2015.11.29.
228,,광화문역 테라로사커피,,2015.05.21.
229,,광화문역 테라로사커피,,2014.11.21.
230,,광화문역 테라로사커피,,2014.11.16.
231,,광화문역 테라로사커피,,2014.10.01.
232,,광화문역 테라로사커피,,2014.09.27.
233,,광화문역 테라로사커피,,2014.09.22.
234,,광화문역 테라로사커피,,2014.07.11.
235,,광화문역 테라로사커피,,2014.04.11.
236,,광화문역 테라로사커피,,2014.03.23.
237,,광화문역 테라로사커피,,2014.02.09.
238,,광화문역 테라로사커피,,2014.01.29.
239,,광화문역 테라로사커피,,2014.01.21.
240,,광화문역 테라로사커피,,2013.12.30.
241,,광화문역 테라로사커피,,2013.12.26.
242,,광화문역 테라로사커피,,2013.11.26.
243,,광화문역 테라로사커피,,2013.11.20.
244,,광화문역 테라로사커피,5점,2018.01.14.
245,vkj4cq,영등포시장역 투썸플레이스,5점,2021.03.11.
246,bv8gk3,영등포시장역 투썸플레이스,5점,2020.10.28.
247,190vamd,영등포시장역 투썸플레이스,2점,2020.08.01.
248,16scshv,영등포시장역 투썸플레이스,4점,2020.05.29.
249,7kmeho,영등포시장역 투썸플레이스,5점,2020.01.15.
250,11fivt7,영등포시장역 투썸플레이스,4점,2020.01.05.
251,fhat84,영등포시장역 투썸플레이스,5점,2019.09.25.
252,ffj3o0,영등포시장역 투썸플레이스,4점,2018.10.25.
253,era946,애오개역 헬로방방,5점,2019.12.14.
254,t3cl10,애오개역 헬로방방,2점,2019.09.21.
255,m6nsls,여의도역 백미당,1점,2020.05.08.
256,12gl3rf,여의도역 백미당,1점,2019.10.27.
257,m25pjv,여의도역 백미당,1점,2018.09.14.
258,100dlpu,여의도역 백미당,4점,2018.07.26.
259,n3n48o,목동역 카페라리목동점,1점,2021.04.11.
260,m1p03l,목동역 카페라리목동점,5점,2021.03.13.
261,o6rhi9,목동역 카페라리목동점,5점,2020.07.27.
262,,목동역 카페라리목동점,,2017.12.07.
263,,목동역 카페라리목동점,,2016.06.22.
264,,목동역 카페라리목동점,,2016.06.20.
265,,목동역 카페라리목동점,,2013.09.15.
266,,목동역 카페라리목동점,,2013.08.22.
267,,목동역 카페라리목동점,,2013.08.09.
268,,목동역 카페라리목동점,,2013.08.09.
269,,목동역 카페라리목동점,,2013.08.06.
270,,목동역 카페라리목동점,,2013.05.05.
271,uskkkq,여의도역 에스씨커피,5점,2020.10.03.
272,a9lumn,여의도역 에스씨커피,4점,2018.09.17.
273,,여의도역 에스씨커피,,2018.07.02.
274,,여의도역 에스씨커피,,2017.11.22.
275,,여의도역 에스씨커피,,2017.04.22.
276,,여의도역 에스씨커피,,2016.07.21.
277,mg1ch2,방이역 카페라리방이점,3점,2020.05.11.
278,flnhm0,방이역 카페라리방이점,3점,2020.05.05.
279,benab0,방이역 카페라리방이점,3점,2018.04.29.
280,,방이역 카페라리방이점,,2019.03.02.
281,,방이역 카페라리방이점,,2019.01.27.
282,,방이역 카페라리방이점,,2018.04.28.
283,,방이역 카페라리방이점,,2017.12.07.
284,,방이역 카페라리방이점,,2017.05.15.
285,,방이역 카페라리방이점,,2017.04.08.
286,,방이역 카페라리방이점,,2017.03.18.
287,,방이역 카페라리방이점,,2017.03.05.
288,,방이역 카페라리방이점,,2016.12.31.
289,,방이역 카페라리방이점,,2016.04.24.
290,,방이역 카페라리방이점,,2015.07.21.
291,,방이역 카페라리방이점,,2015.03.20.
292,,방이역 카페라리방이점,,2014.10.19.
293,,방이역 카페라리방이점,,2014.07.01.
294,,방이역 카페라리방이점,,2014.06.08.
295,,방이역 카페라리방이점,,2014.03.27.
296,,방이역 카페라리방이점,,2014.03.02.
297,,방이역 카페라리방이점,,2014.02.14.
298,,방이역 카페라리방이점,,2014.01.29.
299,,방이역 카페라리방이점,,2013.12.28.
300,,방이역 카페라리방이점,,2013.12.16.
301,,방이역 카페라리방이점,,2013.12.15.
302,,방이역 카페라리방이점,,2013.10.25.
303,,방이역 카페라리방이점,,2013.09.26.
304,,방이역 카페라리방이점,,2013.08.31.
305,,방이역 카페라리방이점,,2013.08.19.
306,,방이역 카페라리방이점,,2013.08.16.
307,,방이역 카페라리방이점,,2013.08.14.
308,,방이역 카페라리방이점,,2013.08.13.
309,,방이역 카페라리방이점,,2013.08.12.
310,,방이역 카페라리방이점,,2013.07.21.
311,,방이역 카페라리방이점,,2013.07.12.
312,,방이역 카페라리방이점,,2013.04.14.
313,,방이역 카페라리방이점,,2013.03.30.
314,,방이역 카페라리방이점,3점,2015.05.25.
315,,여의나루역 cafe2892,,2013.06.07.
316,,여의나루역 cafe2892,5점,2016.10.07.
317,f75vt5,명일역 커피하우스,3점,2018.08.24.
318,l82vc8,명일역 커피하우스,4점,2018.05.11.
319,,명일역 커피하우스,,2016.03.27.
320,,명일역 커피하우스,,2014.10.09.
321,,명일역 커피하우스,,2013.08.14.
322,,명일역 커피하우스,,2013.07.15.
323,,명일역 커피하우스,5점,2011.03.15.
324,,명일역 커피하우스,5점,2011.03.15.
325,,방이역 카페인,5점,2013.07.30.
326,e4n9l4,종로3가역 스타벅스종로관수점,3점,2021.02.03.
327,1frmabf,종로3가역 스타벅스종로관수점,3점,2021.01.30.
328,e5ed1s,종로3가역 스타벅스종로관수점,5점,2020.08.29.
329,17qualu,종로3가역 스타벅스종로관수점,4점,2020.08.24.
330,11l4bs4,종로3가역 스타벅스종로관수점,4점,2020.07.13.
331,e93dat,종로3가역 스타벅스종로관수점,1점,2019.10.30.
332,a7vlfh,종로3가역 스타벅스종로관수점,4점,2019.07.18.
333,le7dge,종로3가역 스타벅스종로관수점,3점,2019.07.13.
334,fneck9,종로3가역 스타벅스종로관수점,3점,2017.09.29.
335,fla25a,종로3가역 스타벅스종로관수점,5점,2017.09.26.
336,10ietv2,종로3가역 스타벅스종로관수점,4점,2017.08.04.
337,7ksp1t,종로3가역 스타벅스종로관수점,3점,2017.03.21.
338,,종로3가역 스타벅스종로관수점,,2016.12.26.
339,,종로3가역 스타벅스종로관수점,,2016.04.14.
340,1ak6pur,오목교역 할리스커피,5점,2021.05.04.
341,184l3ed,오목교역 할리스커피,5점,2021.04.29.
342,dtbprj,오목교역 할리스커피,1점,2020.10.15.
343,qs6krs,오목교역 할리스커피,1점,2020.07.17.
344,107epla,오목교역 할리스커피,3점,2019.08.24.
345,mukn8c,오목교역 할리스커피,5점,2018.11.24.
346,,오목교역 할리스커피,,2018.02.10.
347,,오목교역 할리스커피,,2018.01.27.
348,,오목교역 할리스커피,,2017.05.01.
349,1bro1v9,거여역 까페고센,1점,2021.02.20.
350,10q3vda,거여역 까페고센,5점,2020.11.02.
351,vrmneg,거여역 까페고센,5점,2020.07.21.
352,19uevsp,거여역 까페고센,5점,2020.07.21.
353,qjdtkh,거여역 까페고센,1점,2020.05.23.
354,n0aqao,화곡역 공차,1점,2021.05.05.
355,snel0k,화곡역 공차,1점,2021.03.31.
356,e5hr3n,화곡역 공차,1점,2021.02.06.
357,b18e62,화곡역 공차,1점,2021.02.05.
358,upmfe9,화곡역 공차,5점,2020.07.24.
359,rfi98l,화곡역 공차,2점,2020.05.30.
360,s9384n,화곡역 공차,2점,2019.06.30.
361,fld6mb,화곡역 공차,1점,2019.06.28.
362,e598ni,화곡역 공차,1점,2019.06.28.
363,flm99g,화곡역 공차,1점,2019.06.09.
364,knguap,화곡역 공차,1점,2019.06.05.
365,l9qqk0,화곡역 공차,1점,2018.08.11.
366,ecgu53,화곡역 공차,1점,2017.10.17.
367,,화곡역 공차,,2018.07.24.
368,,화곡역 공차,,2018.05.06.
369,,화곡역 공차,,2016.12.24.
370,,화곡역 공차,,2016.05.28.
371,1cm8du2,서대문역 이디야서대문점2호,5점,2020.12.19.
372,1cfkfbb,서대문역 이디야서대문점2호,1점,2020.10.03.
373,fq4nd2,서대문역 이디야서대문점2호,5점,2020.07.13.
374,rqesr7,서대문역 이디야서대문점2호,1점,2018.10.07.
375,r65t4r,서대문역 이디야서대문점2호,4점,2017.05.16.
376,,서대문역 이디야서대문점2호,,2018.04.05.
377,,서대문역 이디야서대문점2호,,2018.01.23.
378,,서대문역 이디야서대문점2호,,2017.01.31.
379,,서대문역 이디야서대문점2호,,2016.11.25.
380,,서대문역 이디야서대문점2호,,2016.08.14.
381,,서대문역 이디야서대문점2호,1점,2014.01.29.
382,qvf20q,까치산역 오롯이,5점,2020.01.10.
383,,까치산역 오롯이,,2019.01.17.
384,lrf9bk,오목교역 스타벅스,5점,2021.04.09.
385,obrvj5,오목교역 스타벅스,1점,2021.03.26.
386,uq4tam,오목교역 스타벅스,1점,2021.03.16.
387,133tjd9,오목교역 스타벅스,4점,2021.02.22.
388,13etdou,오목교역 스타벅스,5점,2021.01.01.
389,nmmt5j,오목교역 스타벅스,5점,2020.12.11.
390,mvo6dn,오목교역 스타벅스,1점,2020.11.09.
391,d251eh,오목교역 스타벅스,5점,2020.07.29.
392,96ujur,오목교역 스타벅스,2점,2020.06.16.
393,fn0nb0,오목교역 스타벅스,3점,2020.05.14.
394,fh7uar,오목교역 스타벅스,5점,2020.01.23.
395,obt6ck,오목교역 스타벅스,5점,2019.11.30.
396,au105b,오목교역 스타벅스,5점,2019.04.20.
397,u8t7j0,오목교역 스타벅스,5점,2019.04.11.
398,e4nlub,오목교역 스타벅스,5점,2019.02.21.
399,e7i6at,오목교역 스타벅스,5점,2017.09.28.
400,8sofc4,오목교역 스타벅스,5점,2017.09.26.
401,,오목교역 스타벅스,,2017.06.28.
402,fkorln,여의나루역 샌드비,5점,2020.06.24.
403,19a3buf,여의나루역 샌드비,5점,2020.06.20.
404,,신금호역 커피에반하다,,2016.08.21.
405,15h6grk,군자역 커피베이,4점,2021.03.21.
406,f9i62f,군자역 커피베이,5점,2021.03.14.
407,mmra8v,군자역 커피베이,3점,2020.10.25.
408,e1f1en,군자역 커피베이,5점,2020.04.23.
409,bbgq06,군자역 커피베이,5점,2020.04.21.
410,178rgsh,군자역 커피베이,5점,2020.03.24.
411,o40uql,군자역 커피베이,5점,2019.11.24.
412,mv8se0,군자역 커피베이,1점,2019.08.13.
413,,답십리역 커피스모키,5점,2015.12.20.
414,,신정역 커피내음,,2017.10.09.
415,fkonah,여의도역 리얼크레마,5점,2020.07.03.
416,,여의도역 리얼크레마,,2018.04.07.
417,,여의도역 리얼크레마,,2017.07.04.
418,,여의도역 리얼크레마,,2016.07.29.
419,11tviae,마포역 청년다방,1점,2020.09.04.
420,16958dr,마포역 청년다방,1점,2020.07.02.
421,kh7ris,마포역 청년다방,1점,2020.06.01.
422,o0mm2b,마포역 청년다방,1점,2020.05.10.
423,12bmivr,마포역 청년다방,1점,2020.04.13.
424,n3nn41,마포역 청년다방,1점,2020.04.10.
425,13ivqt3,서대문역 끼룩,1점,2020.11.06.
426,1bhbrpp,서대문역 끼룩,1점,2020.10.30.
427,vnc5cu,서대문역 끼룩,4점,2019.07.17.
428,n0ksr8,서대문역 끼룩,5점,2018.10.27.
429,bn4kqg,서대문역 끼룩,4점,2018.09.14.
430,b8u2r7,서대문역 끼룩,4점,2018.07.28.
431,105rk29,서대문역 끼룩,5점,2018.05.20.
432,1as4hvf,서대문역 폴바셋,5점,2020.08.01.
433,17io8pr,서대문역 폴바셋,1점,2020.04.07.
434,u005r7,서대문역 폴바셋,1점,2020.03.29.
435,8qpouu,서대문역 폴바셋,5점,2017.12.09.
436,h571s8,서대문역 폴바셋,4점,2017.03.25.
437,7knno6,서대문역 폴바셋,4점,2016.06.04.
438,,서대문역 폴바셋,,2018.09.25.
439,,서대문역 폴바셋,,2018.07.28.
440,,서대문역 폴바셋,,2016.07.08.
441,h7ulpa,굽은다리역 김밥천국,3점,2020.08.11.
442,16t319d,거여역 커피가,5점,2020.11.08.
443,7klsuf,거여역 커피가,5점,2019.07.28.
444,100vq2n,거여역 커피가,5점,2019.04.30.
445,1il6g62,광화문역 스타벅스,4점,2021.04.17.
446,u76s63,광화문역 스타벅스,3점,2021.03.20.
447,14h7akh,광화문역 스타벅스,5점,2021.02.21.
448,15calmu,광화문역 스타벅스,4점,2020.12.09.
449,ml2slu,광화문역 스타벅스,1점,2020.10.30.
450,o5qr9s,광화문역 스타벅스,3점,2020.06.28.
451,mpj16a,광화문역 스타벅스,5점,2020.06.21.
452,kukrfa,광화문역 스타벅스,1점,2020.06.20.
453,95c12b,광화문역 스타벅스,5점,2020.06.14.
454,ftcd3e,광화문역 스타벅스,1점,2020.05.06.
455,g2bkc0,광화문역 스타벅스,1점,2020.05.01.
456,15g86do,광화문역 스타벅스,3점,2020.02.04.
457,tsbnsj,광화문역 스타벅스,3점,2020.01.30.
458,e4h6tb,광화문역 스타벅스,1점,2019.11.25.
459,gdj5c2,광화문역 스타벅스,1점,2019.08.22.
460,11qd980,광화문역 스타벅스,1점,2019.07.30.
461,fn0nb0,광화문역 스타벅스,3점,2019.07.14.
462,abdrf5,광화문역 스타벅스,1점,2019.05.07.
463,mvbnl7,광화문역 스타벅스,1점,2019.05.03.
464,g40brf,광화문역 스타벅스,1점,2019.03.17.
465,rdiq6s,광화문역 스타벅스,3점,2019.03.01.
466,e77a5g,광화문역 스타벅스,1점,2019.02.18.
467,n36lu4,광화문역 스타벅스,5점,2019.01.20.
468,kjhegp,광화문역 스타벅스,5점,2018.09.20.
469,fl52s0,광화문역 스타벅스,2점,2018.09.07.
470,ehvcrb,광화문역 스타벅스,1점,2018.07.06.
471,eaq3nm,광화문역 스타벅스,4점,2018.02.03.
472,l55ufk,광화문역 스타벅스,5점,2018.01.29.
473,bjnb0l,광화문역 스타벅스,4점,2018.01.09.
474,10j60vv,광화문역 스타벅스,5점,2017.11.09.
475,c1c20r,광화문역 스타벅스,5점,2017.10.12.
476,c34qpd,광화문역 스타벅스,1점,2017.09.15.
477,fdd18i,광화문역 스타벅스,5점,2017.09.14.
478,jtsiop,광화문역 스타벅스,1점,2017.03.01.
479,7v9khq,광화문역 스타벅스,4점,2016.06.23.
480,ebdqjo,광화문역 스타벅스,3점,2016.06.07.
481,ldf360,광화문역 스타벅스,4점,2016.04.12.
482,,광화문역 스타벅스,,2019.03.08.
483,,광화문역 스타벅스,,2018.03.03.
484,,광화문역 스타벅스,,2017.08.01.
485,,광화문역 스타벅스,,2016.06.03.
486,,광화문역 스타벅스,,2014.08.20.
487,,광화문역 스타벅스,,2013.12.17.
488,,광화문역 스타벅스,,2013.12.13.
